File accession,File format,Output type,Experiment accession,Assay,Biosample term id,Biosample term name,Biosample type,Biosample life stage,Biosample sex,Biosample organism
ENCFF001FSZ,bam,alignments,ENCSR000DVS,ChIP-seq,CL:0002558,fibroblast of villous mesenchyme,primary cell,unknown,unknown,Homo sapiens
ENCFF001FTC,bam,alignments,ENCSR000DVS,ChIP-seq,CL:0002558,fibroblast of villous mesenchyme,primary cell,unknown,unknown,Homo sapiens
ENCFF001EMN,bam,alignments,ENCSR000DPJ,ChIP-seq,CL:0002553,fibroblast of lung,primary cell,fetal,male,Homo sapiens
ENCFF001EMO,bam,alignments,ENCSR000DPJ,ChIP-seq,CL:0002553,fibroblast of lung,primary cell,fetal,male,Homo sapiens
ENCFF001GWG,bam,alignments,ENCSR000DPH,ChIP-seq,CL:2000014,fibroblast of upper leg skin,primary cell,fetal,male,Homo sapiens
ENCFF001ENR,bam,alignments,ENCSR000DPO,ChIP-seq,CL:0002553,fibroblast of lung,primary cell,fetal,male,Homo sapiens
ENCFF001ENV,bam,alignments,ENCSR000DPO,ChIP-seq,CL:0002553,fibroblast of lung,primary cell,fetal,male,Homo sapiens
ENCFF001GWT,bam,alignments,ENCSR000DPN,ChIP-seq,CL:0002553,fibroblast of lung,primary cell,fetal,male,Homo sapiens
ENCFF001HAP,bam,alignments,ENCSR000DQW,ChIP-seq,EFO:0002783,GM06990,immortalized cell line,unknown,female,Homo sapiens
ENCFF001HAR,bam,alignments,ENCSR000DQW,ChIP-seq,EFO:0002783,GM06990,immortalized cell line,unknown,female,Homo sapiens
ENCFF001ENH,bam,alignments,ENCSR000DPL,ChIP-seq,CL:0002553,fibroblast of lung,primary cell,fetal,male,Homo sapiens
ENCFF001ENZ,bam,alignments,ENCSR000DPR,ChIP-seq,CL:2000012,fibroblast of pedal digit skin,primary cell,adult,female,Homo sapiens
ENCFF001EOA,bam,alignments,ENCSR000DPR,ChIP-seq,CL:2000012,fibroblast of pedal digit skin,primary cell,adult,female,Homo sapiens
ENCFF001GXG,bam,alignments,ENCSR000DPQ,ChIP-seq,CL:2000012,fibroblast of pedal digit skin,primary cell,adult,female,Homo sapiens
ENCFF001GWZ,bam,alignments,ENCSR000DPP,ChIP-seq,CL:2000012,fibroblast of pedal digit skin,primary cell,adult,female,Homo sapiens
ENCFF001GXC,bam,alignments,ENCSR000DPP,ChIP-seq,CL:2000012,fibroblast of pedal digit skin,primary cell,adult,female,Homo sapiens
ENCFF001GXX,bam,alignments,ENCSR000DPV,ChIP-seq,CL:2000013,fibroblast of skin of abdomen,primary cell,adult,male,Homo sapiens
ENCFF001GYE,bam,alignments,ENCSR000DPV,ChIP-seq,CL:2000013,fibroblast of skin of abdomen,primary cell,adult,male,Homo sapiens
ENCFF001GYT,bam,alignments,ENCSR000DPZ,ChIP-seq,CL:0002547,fibroblast of the aortic adventitia,primary cell,unknown,female,Homo sapiens
ENCFF001EOZ,bam,alignments,ENCSR000DPX,ChIP-seq,CL:2000013,fibroblast of skin of abdomen,primary cell,adult,male,Homo sapiens
ENCFF001EPG,bam,alignments,ENCSR000DPX,ChIP-seq,CL:2000013,fibroblast of skin of abdomen,primary cell,adult,male,Homo sapiens
ENCFF000WFT,bam,alignments,ENCSR000DZU,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000WFU,bam,alignments,ENCSR000DZU,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000WCV,bam,alignments,ENCSR000DZW,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000WCW,bam,alignments,ENCSR000DZW,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000VYZ,bam,alignments,ENCSR000DZY,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000VZB,bam,alignments,ENCSR000DZY,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000VWS,bam,alignments,ENCSR000DZX,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000VWU,bam,alignments,ENCSR000DZX,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000WFF,bam,alignments,ENCSR000DZZ,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000WFG,bam,alignments,ENCSR000DZZ,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF001LRF,bam,alignments,ENCSR000CBZ,ChIP-seq,UBERON:0002106,spleen,tissue,adult,male,Mus musculus
ENCFF001LRH,bam,alignments,ENCSR000CBZ,ChIP-seq,UBERON:0002106,spleen,tissue,adult,male,Mus musculus
ENCFF000XPM,bam,alignments,ENCSR000EEX,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000XPN,bam,alignments,ENCSR000EEX,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF001LQQ,bam,alignments,ENCSR000CBY,ChIP-seq,UBERON:0002106,spleen,tissue,adult,male,Mus musculus
ENCFF001LQT,bam,alignments,ENCSR000CBY,ChIP-seq,UBERON:0002106,spleen,tissue,adult,male,Mus musculus
ENCFF000VYJ,bam,alignments,ENCSR000DZA,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000VYK,bam,alignments,ENCSR000DZA,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000WEL,bam,alignments,ENCSR000DZM,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000WEN,bam,alignments,ENCSR000DZM,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF001LKI,bam,alignments,ENCSR000CBS,ChIP-seq,UBERON:0000948,heart,tissue,adult,male,Mus musculus
ENCFF001LKK,bam,alignments,ENCSR000CBS,ChIP-seq,UBERON:0000948,heart,tissue,adult,male,Mus musculus
ENCFF001LIG,bam,alignments,ENCSR000CBP,ChIP-seq,UBERON:0005343,cortical plate,tissue,adult,male,Mus musculus
ENCFF001LIH,bam,alignments,ENCSR000CBP,ChIP-seq,UBERON:0005343,cortical plate,tissue,adult,male,Mus musculus
ENCFF001LHP,bam,alignments,ENCSR000CBQ,ChIP-seq,UBERON:0002037,cerebellum,tissue,adult,male,Mus musculus
ENCFF001LHR,bam,alignments,ENCSR000CBQ,ChIP-seq,UBERON:0002037,cerebellum,tissue,adult,male,Mus musculus
ENCFF001LNI,bam,alignments,ENCSR000CBV,ChIP-seq,UBERON:0002048,lung,tissue,adult,male,Mus musculus
ENCFF001LNL,bam,alignments,ENCSR000CBV,ChIP-seq,UBERON:0002048,lung,tissue,adult,male,Mus musculus
ENCFF001LNW,bam,alignments,ENCSR000CBT,ChIP-seq,UBERON:0002048,lung,tissue,adult,male,Mus musculus
ENCFF001LNX,bam,alignments,ENCSR000CBT,ChIP-seq,UBERON:0002048,lung,tissue,adult,male,Mus musculus
ENCFF001LKM,bam,alignments,ENCSR000CBJ,ChIP-seq,UBERON:0002113,kidney,tissue,adult,male,Mus musculus
ENCFF001LKN,bam,alignments,ENCSR000CBJ,ChIP-seq,UBERON:0002113,kidney,tissue,adult,male,Mus musculus
ENCFF001LLC,bam,alignments,ENCSR000CBK,ChIP-seq,UBERON:0002113,kidney,tissue,adult,male,Mus musculus
ENCFF001KEN,bam,alignments,ENCSR000CBH,ChIP-seq,EFO:0005483,ES-Bruce4,stem cell,embryonic,male,Mus musculus
ENCFF001KEO,bam,alignments,ENCSR000CBH,ChIP-seq,EFO:0005483,ES-Bruce4,stem cell,embryonic,male,Mus musculus
ENCFF001LJK,bam,alignments,ENCSR000CBI,ChIP-seq,UBERON:0000948,heart,tissue,adult,male,Mus musculus
ENCFF001LJM,bam,alignments,ENCSR000CBI,ChIP-seq,UBERON:0000948,heart,tissue,adult,male,Mus musculus
ENCFF001LHC,bam,alignments,ENCSR000CBN,ChIP-seq,UBERON:0002037,cerebellum,tissue,adult,male,Mus musculus
ENCFF001LHG,bam,alignments,ENCSR000CBN,ChIP-seq,UBERON:0002037,cerebellum,tissue,adult,male,Mus musculus
ENCFF001LHV,bam,alignments,ENCSR000CBO,ChIP-seq,UBERON:0005343,cortical plate,tissue,adult,male,Mus musculus
ENCFF001LHX,bam,alignments,ENCSR000CBO,ChIP-seq,UBERON:0005343,cortical plate,tissue,adult,male,Mus musculus
ENCFF001LFR,bam,alignments,ENCSR000CBL,ChIP-seq,UBERON:0002371,bone marrow,tissue,adult,male,Mus musculus
ENCFF001LFT,bam,alignments,ENCSR000CBL,ChIP-seq,UBERON:0002371,bone marrow,tissue,adult,male,Mus musculus
ENCFF001LGE,bam,alignments,ENCSR000CBM,ChIP-seq,UBERON:0002371,bone marrow,tissue,adult,male,Mus musculus
ENCFF001KVD,bam,alignments,ENCSR000CBC,ChIP-seq,UBERON:0002106,spleen,tissue,adult,male,Mus musculus
ENCFF001KVE,bam,alignments,ENCSR000CBC,ChIP-seq,UBERON:0002106,spleen,tissue,adult,male,Mus musculus
ENCFF001KDZ,bam,alignments,ENCSR000CBF,ChIP-seq,EFO:0005483,ES-Bruce4,stem cell,embryonic,male,Mus musculus
ENCFF001KEA,bam,alignments,ENCSR000CBF,ChIP-seq,EFO:0005483,ES-Bruce4,stem cell,embryonic,male,Mus musculus
ENCFF001KEK,bam,alignments,ENCSR000CBG,ChIP-seq,EFO:0005483,ES-Bruce4,stem cell,embryonic,male,Mus musculus
ENCFF001KEL,bam,alignments,ENCSR000CBG,ChIP-seq,EFO:0005483,ES-Bruce4,stem cell,embryonic,male,Mus musculus
ENCFF001KVL,bam,alignments,ENCSR000CBD,ChIP-seq,UBERON:0002106,spleen,tissue,adult,male,Mus musculus
ENCFF001KVN,bam,alignments,ENCSR000CBD,ChIP-seq,UBERON:0002106,spleen,tissue,adult,male,Mus musculus
ENCFF001KVP,bam,alignments,ENCSR000CBE,ChIP-seq,UBERON:0002106,spleen,tissue,adult,male,Mus musculus
ENCFF001KVQ,bam,alignments,ENCSR000CBE,ChIP-seq,UBERON:0002106,spleen,tissue,adult,male,Mus musculus
ENCFF000VTE,bam,alignments,ENCSR000DZE,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000VTQ,bam,alignments,ENCSR000DZE,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF001HSZ,bam,alignments,ENCSR000DVR,ChIP-seq,CL:0002558,fibroblast of villous mesenchyme,primary cell,unknown,unknown,Homo sapiens
ENCFF000WCZ,bam,alignments,ENCSR000DYX,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000WDA,bam,alignments,ENCSR000DYX,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000VUC,bam,alignments,ENCSR000DZN,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000VUE,bam,alignments,ENCSR000DZN,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000VUG,bam,alignments,ENCSR000DYY,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000VUH,bam,alignments,ENCSR000DYY,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000VDH,bam,alignments,ENCSR000EWC,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000VDJ,bam,alignments,ENCSR000EWC,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000VDB,bam,alignments,ENCSR000EWB,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000VDD,bam,alignments,ENCSR000EWB,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000VDL,bam,alignments,ENCSR000EWA,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000VDM,bam,alignments,ENCSR000EWA,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YNJ,bam,alignments,ENCSR000EWG,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YNK,bam,alignments,ENCSR000EWG,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000ZDN,bam,alignments,ENCSR000EWF,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000ZDO,bam,alignments,ENCSR000EWF,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000ZEL,bam,alignments,ENCSR000EWE,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000ZEM,bam,alignments,ENCSR000EWE,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YYQ,bam,alignments,ENCSR000EWD,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YYT,bam,alignments,ENCSR000EWD,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000VEA,bam,alignments,ENCSR000EWK,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YMH,bam,alignments,ENCSR000EWJ,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YML,bam,alignments,ENCSR000EWJ,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YYX,bam,alignments,ENCSR000EWI,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YYY,bam,alignments,ENCSR000EWI,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000ZCB,bam,alignments,ENCSR000EWH,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000ZCC,bam,alignments,ENCSR000EWH,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000ZEF,bam,alignments,ENCSR000EWN,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000ZEG,bam,alignments,ENCSR000EWN,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YMZ,bam,alignments,ENCSR000EWM,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YNA,bam,alignments,ENCSR000EWM,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YMD,bam,alignments,ENCSR000EWL,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YMG,bam,alignments,ENCSR000EWL,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF001HKI,bam,alignments,ENCSR000DTG,ChIP-seq,CL:0002548,cardiac fibroblast,primary cell,unknown,female,Homo sapiens
ENCFF001HKB,bam,alignments,ENCSR000DTF,ChIP-seq,CL:0002548,cardiac fibroblast,primary cell,unknown,female,Homo sapiens
ENCFF001HKA,bam,alignments,ENCSR000DTD,ChIP-seq,CL:0002548,cardiac fibroblast,primary cell,unknown,unknown,Homo sapiens
ENCFF001LMD,bam,alignments,ENCSR000CEC,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF001LMH,bam,alignments,ENCSR000CEC,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF001LLR,bam,alignments,ENCSR000CEB,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF001LLQ,bam,alignments,ENCSR000CEB,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF001LSO,bam,alignments,ENCSR000CEA,ChIP-seq,UBERON:0002370,thymus,tissue,adult,male,Mus musculus
ENCFF001LSQ,bam,alignments,ENCSR000CEA,ChIP-seq,UBERON:0002370,thymus,tissue,adult,male,Mus musculus
ENCFF001LRV,bam,alignments,ENCSR000CEG,ChIP-seq,UBERON:0000473,testis,tissue,adult,male,Mus musculus
ENCFF001LSB,bam,alignments,ENCSR000CEG,ChIP-seq,UBERON:0000473,testis,tissue,adult,male,Mus musculus
ENCFF001LRN,bam,alignments,ENCSR000CEF,ChIP-seq,UBERON:0000473,testis,tissue,adult,male,Mus musculus
ENCFF001LRP,bam,alignments,ENCSR000CEF,ChIP-seq,UBERON:0000473,testis,tissue,adult,male,Mus musculus
ENCFF001LQM,bam,alignments,ENCSR000CEE,ChIP-seq,UBERON:0002108,small intestine,tissue,adult,male,Mus musculus
ENCFF001LQN,bam,alignments,ENCSR000CEE,ChIP-seq,UBERON:0002108,small intestine,tissue,adult,male,Mus musculus
ENCFF001LPX,bam,alignments,ENCSR000CED,ChIP-seq,UBERON:0002108,small intestine,tissue,adult,male,Mus musculus
ENCFF001LQC,bam,alignments,ENCSR000CED,ChIP-seq,UBERON:0002108,small intestine,tissue,adult,male,Mus musculus
ENCFF001KHF,bam,alignments,ENCSR000CEK,ChIP-seq,UBERON:0000948,heart,tissue,adult,male,Mus musculus
ENCFF001KHI,bam,alignments,ENCSR000CEK,ChIP-seq,UBERON:0000948,heart,tissue,adult,male,Mus musculus
ENCFF001KHC,bam,alignments,ENCSR000CEJ,ChIP-seq,UBERON:0000948,heart,tissue,adult,male,Mus musculus
ENCFF001KHE,bam,alignments,ENCSR000CEJ,ChIP-seq,UBERON:0000948,heart,tissue,adult,male,Mus musculus
ENCFF001LTK,bam,alignments,ENCSR000CEI,ChIP-seq,UBERON:0000955,brain,tissue,embryonic,mixed,Mus musculus
ENCFF001LTO,bam,alignments,ENCSR000CEI,ChIP-seq,UBERON:0000955,brain,tissue,embryonic,mixed,Mus musculus
ENCFF001LST,bam,alignments,ENCSR000CEH,ChIP-seq,UBERON:0000955,brain,tissue,embryonic,mixed,Mus musculus
ENCFF001LSY,bam,alignments,ENCSR000CEH,ChIP-seq,UBERON:0000955,brain,tissue,embryonic,mixed,Mus musculus
ENCFF001KGH,bam,alignments,ENCSR000CEM,ChIP-seq,UBERON:0000948,heart,tissue,adult,male,Mus musculus
ENCFF001KGN,bam,alignments,ENCSR000CEM,ChIP-seq,UBERON:0000948,heart,tissue,adult,male,Mus musculus
ENCFF001KIC,bam,alignments,ENCSR000CEL,ChIP-seq,UBERON:0000948,heart,tissue,adult,male,Mus musculus
ENCFF001KIF,bam,alignments,ENCSR000CEL,ChIP-seq,UBERON:0000948,heart,tissue,adult,male,Mus musculus
ENCFF001JWE,bam,alignments,ENCSR000CEZ,ChIP-seq,UBERON:0001348,brown adipose tissue,tissue,adult,male,Mus musculus
ENCFF001JWF,bam,alignments,ENCSR000CEZ,ChIP-seq,UBERON:0001348,brown adipose tissue,tissue,adult,male,Mus musculus
ENCFF000YAF,bam,alignments,ENCSR000EEY,ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary cell,newborn,unknown,Homo sapiens
ENCFF000YAI,bam,alignments,ENCSR000EEY,ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary cell,newborn,unknown,Homo sapiens
ENCFF000XPF,bam,alignments,ENCSR000EDY,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000XPH,bam,alignments,ENCSR000EDY,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000YAV,bam,alignments,ENCSR000EEZ,ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary cell,newborn,unknown,Homo sapiens
ENCFF000YAW,bam,alignments,ENCSR000EEZ,ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary cell,newborn,unknown,Homo sapiens
ENCFF000WBH,bam,alignments,ENCSR000EAD,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000WBI,bam,alignments,ENCSR000EAD,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000WBJ,bam,alignments,ENCSR000EAD,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000WBK,bam,alignments,ENCSR000EAD,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000WBL,bam,alignments,ENCSR000EAD,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000WBN,bam,alignments,ENCSR000EAD,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000WBO,bam,alignments,ENCSR000EAD,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000VZF,bam,alignments,ENCSR000EAG,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000VZG,bam,alignments,ENCSR000EAG,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000VZI,bam,alignments,ENCSR000EAG,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000VZJ,bam,alignments,ENCSR000EAG,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000VWA,bam,alignments,ENCSR000EAF,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000VWB,bam,alignments,ENCSR000EAF,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000XVW,bam,alignments,ENCSR000EEQ,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000XVX,bam,alignments,ENCSR000EEQ,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000WCN,bam,alignments,ENCSR000EAC,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000WCQ,bam,alignments,ENCSR000EAC,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000VWE,bam,alignments,ENCSR000EAB,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000WJH,bam,alignments,ENCSR000EAM,ChIP-seq,EFO:0002786,GM12892,immortalized cell line,unknown,female,Homo sapiens
ENCFF000WJI,bam,alignments,ENCSR000EAM,ChIP-seq,EFO:0002786,GM12892,immortalized cell line,unknown,female,Homo sapiens
ENCFF000WJJ,bam,alignments,ENCSR000EAM,ChIP-seq,EFO:0002786,GM12892,immortalized cell line,unknown,female,Homo sapiens
ENCFF000WIU,bam,alignments,ENCSR000EAL,ChIP-seq,EFO:0002786,GM12892,immortalized cell line,unknown,female,Homo sapiens
ENCFF000WIV,bam,alignments,ENCSR000EAL,ChIP-seq,EFO:0002786,GM12892,immortalized cell line,unknown,female,Homo sapiens
ENCFF000WIR,bam,alignments,ENCSR000EAO,ChIP-seq,EFO:0002786,GM12892,immortalized cell line,unknown,female,Homo sapiens
ENCFF000WIS,bam,alignments,ENCSR000EAO,ChIP-seq,EFO:0002786,GM12892,immortalized cell line,unknown,female,Homo sapiens
ENCFF000WJA,bam,alignments,ENCSR000EAN,ChIP-seq,EFO:0002786,GM12892,immortalized cell line,unknown,female,Homo sapiens
ENCFF000WJD,bam,alignments,ENCSR000EAN,ChIP-seq,EFO:0002786,GM12892,immortalized cell line,unknown,female,Homo sapiens
ENCFF000WJF,bam,alignments,ENCSR000EAN,ChIP-seq,EFO:0002786,GM12892,immortalized cell line,unknown,female,Homo sapiens
ENCFF000WHV,bam,alignments,ENCSR000EAI,ChIP-seq,EFO:0002785,GM12891,immortalized cell line,unknown,male,Homo sapiens
ENCFF000WHP,bam,alignments,ENCSR000EAH,ChIP-seq,EFO:0002785,GM12891,immortalized cell line,unknown,male,Homo sapiens
ENCFF000WHQ,bam,alignments,ENCSR000EAH,ChIP-seq,EFO:0002785,GM12891,immortalized cell line,unknown,male,Homo sapiens
ENCFF000WHL,bam,alignments,ENCSR000EAK,ChIP-seq,EFO:0002785,GM12891,immortalized cell line,unknown,male,Homo sapiens
ENCFF000WHM,bam,alignments,ENCSR000EAK,ChIP-seq,EFO:0002785,GM12891,immortalized cell line,unknown,male,Homo sapiens
ENCFF000WIC,bam,alignments,ENCSR000EAJ,ChIP-seq,EFO:0002785,GM12891,immortalized cell line,unknown,male,Homo sapiens
ENCFF000WID,bam,alignments,ENCSR000EAJ,ChIP-seq,EFO:0002785,GM12891,immortalized cell line,unknown,male,Homo sapiens
ENCFF000WIE,bam,alignments,ENCSR000EAJ,ChIP-seq,EFO:0002785,GM12891,immortalized cell line,unknown,male,Homo sapiens
ENCFF000WIF,bam,alignments,ENCSR000EAJ,ChIP-seq,EFO:0002785,GM12891,immortalized cell line,unknown,male,Homo sapiens
ENCFF000WIG,bam,alignments,ENCSR000EAJ,ChIP-seq,EFO:0002785,GM12891,immortalized cell line,unknown,male,Homo sapiens
ENCFF000WII,bam,alignments,ENCSR000EAJ,ChIP-seq,EFO:0002785,GM12891,immortalized cell line,unknown,male,Homo sapiens
ENCFF000XSA,bam,alignments,ENCSR000EES,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000XSB,bam,alignments,ENCSR000EES,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF001HOB,bam,alignments,ENCSR000DUI,ChIP-seq,CL:1001608,foreskin fibroblast,primary cell,postnatal,male,Homo sapiens
